,f_location,latitude,longitude,location
809,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,浦三路5127弄
810,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,浦三路628弄
811,"5GQ9+J72, Pudong, Shanghai, China, 200125",31.189004,121.518126,浦三路635弄
812,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,浦三路637弄
813,"China, Shang Hai Shi, Pu Dong Xin Qu, Lujiazui, 浦东大道275弄 邮政编码: 200120",31.239827,121.516148,浦三路640弄
814,"China, Shang Hai Shi, Jing An Qu, 愚园路520弄 邮政编码: 200040",31.221671,121.438962,浦三路641弄
815,"San Hao Lu, Shang Hai Shi, China",31.10292,121.50344,浦三路657号
816,,,,浦三路741弄
817,,,,浦三路775弄
818,"Shanghai, China",31.230416,121.473701,浦三路817弄
819,"San Hao Lu, Shang Hai Shi, China",31.10292,121.50344,浦三路858弄
820,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,浦三路926弄
821,"Qizao Village, Pudong, Shanghai, China, 201299",31.13818,121.71434,七灶村
822,"Qi Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25127,121.55603,栖山路100弄
823,"Qi Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25127,121.55603,栖山路1088弄
824,"Qi Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25127,121.55603,栖山路1299弄
825,"Qi Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25127,121.55603,栖山路130弄
826,"China, Shang Hai Shi, Pu Dong Xin Qu, 栖山路1489弄 邮政编码: 200136",31.257194,121.564485,栖山路1489弄
827,"Qi Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25127,121.55603,栖山路1555弄
828,"Qi Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25127,121.55603,栖山路1558弄
829,"Qi Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25127,121.55603,栖山路1689弄
830,"Qi Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25127,121.55603,栖山路1700弄
831,"China, Shang Hai Shi, Pu Dong Xin Qu, 栖山路1855号 邮政编码: 200136",31.26067,121.57114,栖山路1855号
832,"Qi Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25127,121.55603,栖山路1899弄
833,"Qi Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25127,121.55603,栖山路400弄
834,"Qi Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25127,121.55603,栖山路401弄
835,"Qi Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25127,121.55603,栖山路450弄
836,"Qi Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25127,121.55603,栖山路465弄
837,"Qi Xia Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.23696,121.51858,栖霞路190弄
838,"Qi Xia Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.23696,121.51858,栖霞路300弄
839,"Qi He Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.18126,121.51083,齐河路257弄
840,"Qi He Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.18126,121.51083,齐河路28弄
841,"Qi He Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.18126,121.51083,齐河路438弄
842,"Qi Heng Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200125",31.18684,121.52097,齐恒路118弄
843,"Qi Heng Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200125",31.18684,121.52097,齐恒路95弄
844,"Qichengcun, Pudong, Shanghai, China, 201205",31.11396,121.6856,其成村
845,"Qigancun, Pudong, Shanghai, China, 201205",31.15959,121.6589,棋杆村
846,"Qimingcun, Pudong, Shanghai, China, 201209",31.276764,121.694654,启明村
847,"Qian Hui Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201323",31.1166,121.76436,千汇路1280弄
848,"Qian Hui Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201323",31.1166,121.76436,千汇路198弄
849,"Qian Hui Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201323",31.1166,121.76436,千汇路280弄
850,"Qian Hui Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201323",31.1166,121.76436,千汇路580弄
851,"Qian Hui Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201323",31.1166,121.76436,千汇路581弄
852,"Qianfengcun, Pudong, Shanghai, China, 201201",31.27034,121.69816,前锋村
853,"Qianjincun, Pudong, Shanghai, China, 201210",31.202485,121.639736,前进村
854,"Qiantangcun, Pudong, Shanghai, China, 201203",31.15753999999999,121.60806,钱堂村
855,"Qiaobeicun, Pudong, Shanghai, China, 201301",31.016709,121.801009,桥北村
856,"Qinyicun, Pudong, Shanghai, China, 201201",31.209297,121.710353,勤益村
857,"Qingsancun, Pudong, Shanghai, China, 201201",31.226709,121.722233,青三村
858,"Qing Tong Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201203",31.21551,121.62264,青桐路18弄
859,"Qing Yi Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201200",31.1968238,121.6801726,青艺路181弄
860,"Qing Xi Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200137",31.34193,121.57293,清溪路299弄
861,"Qing Xi Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200137",31.34193,121.57293,清溪路365弄
862,"Qing Xi Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200137",31.34193,121.57293,清溪路400弄
863,"Qiu Lan Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200137",31.32685,121.59215,秋岚路91弄
864,"Qiu Ting Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201323",31.09842,121.76281,秋亭路88弄
865,"Qiu Xia Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200137",31.33582,121.58943,秋霞路300弄
866,"China, Shang Hai Shi, Pu Dong Xin Qu, 人民西路128号 邮政编码: 201321",31.04873,121.75239,人民西路128号
867,"China, Shang Hai Shi, Pu Dong Xin Qu, 人民西路1955号 邮政编码: 201300",31.04869,121.71841,人民西路1955号
868,"Renyicun, Pudong, Shanghai, China, 201316",31.05828,121.64098,仁义村
869,"Rixincun, Pudong, Shanghai, China, 201325",31.060941,121.81204,日新村
870,"Yangxue Jiazhai, Pudong, Shanghai, China, 201209",31.259167,121.669218,日新村杨薛家宅
871,"Ru Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.23674,121.52551,乳山路138弄
872,"Ru Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.23674,121.52551,乳山路161弄
873,"China, Shang Hai Shi, Pu Dong Xin Qu, 乳山路285弄 邮政编码: 200082",31.240026,121.534545,乳山路285弄
874,"Ru Shan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.23674,121.52551,乳山路313弄
875,"Rui An Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.09067,121.59475,瑞安路211弄
876,"Rui An Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.09067,121.59475,瑞安路700弄
877,"Rui An Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.09067,121.59475,瑞安路80弄
878,"Rui He Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.08862,121.59572,瑞和路168弄
879,"Rui He Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.08862,121.59572,瑞和路269弄
880,"Rui Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.09245,121.58464,瑞浦路287弄
881,"Rui Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.09245,121.58464,瑞浦路288弄
882,"Rui Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.09245,121.58464,瑞浦路611弄
883,"Rui Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.09245,121.58464,瑞浦路77弄
884,"Rui Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.09245,121.58464,瑞浦路8弄
885,"Rui Yang Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.09346,121.58907,瑞阳路351弄
886,"Rui Yang Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.09346,121.58907,瑞阳路81弄
887,"Rui Yi Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.09535,121.58597,瑞意路399弄
888,"China, Shang Hai Shi, Pu Dong Xin Qu, San Ba Lu, 三八路94弄1-4号 邮政编码: 201321",31.04714899999999,121.758678,三八新村
889,"San Cai Lu, Shang Hai Shi, China",31.12127,121.4994,三彩路166弄
890,"San Cai Lu, Shang Hai Shi, China",31.12127,121.4994,三彩路52弄
891,"San Cai Lu, Shang Hai Shi, China",31.12127,121.4994,三彩路59弄
892,"Sanlincun, Pudong, Shanghai, China, 200124",31.135511,121.500622,三林村金家宅
893,"San Lin Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14297,121.51098,三林路1300弄
894,"China, Shang Hai Shi, Pu Dong Xin Qu, 三林路184号 邮政编码: 200124",31.13679,121.49583,三林路184号
895,"China, Shang Hai Shi, Pu Dong Xin Qu, 三林路235号 邮政编码: 200124",31.13747,121.49646,三林路235号
896,"San Lin Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14297,121.51098,三林路360弄
897,"San Lin Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14297,121.51098,三林路380号
898,"San Lin Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14297,121.51098,三林路430弄
899,"China, Shang Hai Shi, Pu Dong Xin Qu, 三林路910号 邮政编码: 200124",31.14174,121.51037,三林路910号
900,"Bei Jie, Shang Hai Shi, China",31.16291,121.49374,三林镇北街
901,"Sanlinzhen, Pudong, Shanghai, China, 200124",31.14483,121.50267,三林镇后长街
902,"Sanmincun, Pudong, Shanghai, China, 200123",31.153023,121.518334,三民村
903,"Beizhangjia Zhai, Baoshan, Shanghai, China, 200942",31.459488,121.38881,三桥村北张家宅
904,"San San Gong Lu, Pu Dong Xin Qu, Shang Hai Shi, China",30.95984,121.8628,三三公路5020弄
905,"San Shu Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.12287,121.50441,三舒路181弄
906,"San Shu Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.12287,121.50441,三舒路192弄
907,"San Shu Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.12287,121.50441,三舒路288弄
908,"San Shu Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.12287,121.50441,三舒路62弄
909,"San Xuan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.12317,121.50174,三旋路506弄
910,"Shang Cheng Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.22705,121.50683,商城路1028弄
911,"Shang Cheng Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.22705,121.50683,商城路1177弄
912,"Shang Cheng Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.22705,121.50683,商城路1317弄
913,"Shang Cheng Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.22705,121.50683,商城路918弄
914,"1638弄 Shang Chuan Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201209",31.277187,121.663648,上川路1468弄
915,"China, Shang Hai Shi, Pu Dong Xin Qu, 上川路538号 邮政编码: 201209",31.27253,121.64582,上川路538号
916,"China, Shang Hai Shi, Pu Dong Xin Qu, 上川路620号 邮政编码: 201209",31.27353,121.64769,上川路620号
917,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路1000弄
918,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路1200弄
919,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路1251弄
920,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路1500弄
921,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路1551弄
922,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路3058弄
923,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路3150弄
924,"China, Shang Hai Shi, Pu Dong Xin Qu, 上南路3300号 邮政编码: 200124",31.15865,121.49842,上南路3300号
925,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路3333弄
926,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路3339弄
927,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路3651弄
928,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路3827弄
929,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路3880弄
930,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路4185弄
931,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路4265弄
932,"China, Shang Hai Shi, Pu Dong Xin Qu, 上南路5588号 邮政编码: 200123",31.12616,121.52619,上南路5588号
933,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路6555弄
934,"China, Shang Hai Shi, Pu Dong Xin Qu, 上南路6869号 邮政编码: 201318",31.11892,121.56534,上南路6869号
935,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路6932弄
936,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路7788弄
937,"Shang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14145,121.51216,上南路929弄
938,"Shang Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14605,121.49529,上浦路165弄
939,"Shang Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14605,121.49529,上浦路201弄
940,"China, Shang Hai Shi, Pu Dong Xin Qu, 凌兆路202弄 邮政编码: 200124",31.142242,121.494577,上浦路202弄
941,"Shang Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14605,121.49529,上浦路276弄
942,"Shang Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14605,121.49529,上浦路336弄
943,"Shang Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14605,121.49529,上浦路355弄
944,"Shang Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14605,121.49529,上浦路480弄
945,"Shang Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14605,121.49529,上浦路510弄
946,"Shang Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14605,121.49529,上浦路606弄
947,"Shang Bo Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14768,121.51767,尚博路129弄
948,"Shang Bo Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14768,121.51767,尚博路569弄
949,"Shang Bo Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14768,121.51767,尚博路650弄
950,"Shang Bo Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.14768,121.51767,尚博路799弄
951,"Shen Bo Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201204",31.19616,121.56147,申波路83弄
952,"China, Shang Hai Shi, Pu Dong Xin Qu, 申江路2480号 邮政编码: 201206",31.2589,121.62492,申江路2480号
953,"China, Shang Hai Shi, 闸北区西藏北路985弄 邮政编码: 200070",31.259375,121.467119,申江路985弄
954,"Shen Jiang Nan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.07488,121.64646,申江南路7677弄
955,"Shen Jia Long Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.23749,121.5435,沈家弄路900弄
956,"Shen Jia Long Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.23749,121.5435,沈家弄路901弄
957,"China, Shang Hai Shi, Pu Dong Xin Qu, 洋泾港沈家弄路936号 邮政编码: 200135",31.2396,121.54718,沈家弄路936号
958,"Shen Mei Dong Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.09325,121.5948,沈梅东路300弄
959,"Shen Mei Dong Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201318",31.09325,121.5948,沈梅东路355弄
960,"Shenxicun, Pudong, Shanghai, China, 201318",31.09012599999999,121.565602,沈西村
961,"Shenzhuangcun, Jinshan District, Shanghai, China, 201503",30.877789,121.20163,沈庄村
962,"China, Shang Hai Shi, Pu Tuo Qu, 洛川路30弄 邮政编码: 200065",31.263074,121.444854,胜利路30弄
963,"Sheng Li Lu, Shang Hai Shi, China",31.24296,121.6849,胜利路836弄
964,"Sheng Rong Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201203",31.1677,121.60854,盛荣路288弄
965,"Sheng Yuan Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200125",31.1597,121.52742,盛苑路777弄
966,"Shi Wan Er Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201202",31.14547,121.7472,施湾二路1026弄
967,"Shi Wan Er Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201202",31.14547,121.7472,施湾二路766弄
968,"Shi Wan Er Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201202",31.14547,121.7472,施湾二路863弄
969,"Shi Wan San Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201202",31.14295,121.75126,施湾三路1055弄
970,"Shi Wan San Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201202",31.14295,121.75126,施湾三路1056弄
971,"Shi Wan San Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201202",31.14295,121.75126,施湾三路1106弄
972,"China, Shang Hai Shi, Pu Dong Xin Qu, 施镇路 邮政编码: 201202",31.14851,121.75474,施镇路255弄
973,"China, Shang Hai Shi, Pu Dong Xin Qu, 施镇路 邮政编码: 201202",31.14851,121.75474,施镇路385弄
974,"Shi Pi Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201200",31.19551,121.70274,石皮路89弄
975,"China, Shang Hai Shi, Pu Dong Xin Qu, Da Dao Zhan Lu, 大道站路94弄1-300号 邮政编码: 200125",31.1593687,121.5359627,世博家园大道站路94弄
976,"China, Shang Hai Shi, Pu Dong Xin Qu, 新港 邮政编码: 201304",30.97663,121.87196,首善街555弄
977,"Shou Guang Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200129",31.27315,121.58502,寿光路161弄
978,"Shou Guang Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200129",31.27315,121.58502,寿光路31弄
979,"Shou Guang Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200129",31.27315,121.58502,寿光路75弄
980,"Shou Guang Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200129",31.27315,121.58502,寿光路78弄
981,"Shou Guang Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200129",31.27315,121.58502,寿光路81弄
982,"China, 上海市奉贤区曙光村 邮政编码: 201400",30.9040599,121.49117,曙光村
983,"Shuang Qiao Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.28471,121.60175,双桥路180弄
984,"Shuang Qiao Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.28471,121.60175,双桥路220弄
985,"Si Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200124",31.1586,121.494,思浦路11弄
986,"Si Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200124",31.1586,121.494,思浦路13弄
987,"Si Pu Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 200124",31.1586,121.494,思浦路14弄
988,"China, Shang Hai Shi, Pu Dong Xin Qu, 松林路111号 邮政编码: 200120",31.23233999999999,121.53048,松林路111号
989,"Sun Huan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.17498,121.64251,孙环路377弄
990,"Sun Huan Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.17498,121.64251,孙环路601弄
991,"Sun Nong Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201203",31.17913,121.62591,孙农路398弄
992,"Sun Qiao Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.17598,121.63099,孙桥路238弄
993,"Sun Yao Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201210",31.18351,121.63473,孙耀路128弄
994,"Tai Er Zhuang Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25882,121.59347,台儿庄路363弄
995,"Tai Er Zhuang Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25882,121.59347,台儿庄路663弄
996,"Tandongcun, Pudong, Shanghai, China, 201314",31.070371,121.667929,坦东村
997,"Tannancun, Pudong, Shanghai, China, 201314",31.06617,121.65241,坦南村
998,"Tanxicun, Pudong, Shanghai, China, 201316",31.074112,121.633655,坦西村
999,"Tangxiangcun, Pudong, Shanghai, China, 201205",31.147156,121.609977,汤巷村
1000,"Tangsicun, Pudong, Shanghai, China, 201210",31.214327,121.661112,唐四村
1001,"Tang Zhen Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201210",31.20831,121.65194,唐镇路127弄
1002,"Tang Zhen Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201210",31.20831,121.65194,唐镇路138弄
1003,"Tang Zhen Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201210",31.20831,121.65194,唐镇路366弄
1004,"Tang Dong Jie, Shang Hai Shi, China",31.21363,121.72798,塘东街178弄
1005,"China, Shang Hai Shi, Pu Dong Xin Qu, Tangqiao, 南泉路1300弄、塘桥路551弄 邮政编码: 200127",31.212128,121.520211,塘桥二村
1006,"Tang Qiao Lu, Tangqiao, Pu Dong Xin Qu, Shang Hai Shi, China, 200127",31.21104,121.51869,塘桥路551号
1007,"Tang Qiao Xin Lu, Tangqiao, Pu Dong Xin Qu, Shang Hai Shi, China",31.2115,121.51408,塘桥新路223弄
1008,"Tao Lin Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.23476,121.53779,桃林路815弄
1009,"Tianhua'ancun, Pudong, Shanghai, China, 200123",31.122654,121.525102,天花庵村北陈队大陈家宅
1010,"Tianhua'ancun, Pudong, Shanghai, China, 200123",31.122654,121.525102,天花庵村东瞿队大瞿家宅
1011,"Tianhua'ancun, Pudong, Shanghai, China, 200123",31.122654,121.525102,天花庵村芦家队芦家油车
1012,"Tianhua'ancun, Pudong, Shanghai, China, 200123",31.122654,121.525102,天花庵村南陈队大陈家宅
1013,"Tianhua'ancun, Pudong, Shanghai, China, 200123",31.122654,121.525102,天花庵村南王家队南王家宅
1014,"Daqu Jiazhai, Baoshan, Shanghai, China, 200949",31.49398,121.324282,天花庵村西瞿队大瞿家宅
1015,"Tian Zhu Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201323",31.11154,121.75753,天竹路5159弄
1016,"Ting Chao Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.0562,121.74197,听潮路69弄
1017,"Ting Da Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.07021,121.75457,听达路185弄
1018,"Ting Jian Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201321",31.06818,121.74389,听健路151弄
1019,"Ting Xie Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201321",31.056,121.75165,听谐路86弄
1020,"Ting Yue Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.0581,121.73862,听悦路1200弄
1021,"Ting Yue Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.0581,121.73862,听悦路1353弄
1022,"Ting Yue Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.0581,121.73862,听悦路685弄
1023,"Ting Yun Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201321",31.06667,121.75186,听云路238弄
1024,"Tingzhongcun, Pudong, Shanghai, China, 201323",31.097112,121.772018,亭中村
1025,"Ting An Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.32446,121.58932,庭安路825弄
1026,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,通济路365弄
1027,"Tongjicun, Pudong, Shanghai, China, 201315",31.147803,121.537913,同济村
1028,"Tuanjiecun, Chongming District, Shanghai, China, 201913",31.4137,121.6438,团结村
1029,"Tuanxicun, Pudong, Shanghai, China, 201311",30.96857,121.73312,团西村
1030,"Tuanxincun, Jinshan District, Shanghai, China, 314119",30.8368799,121.00901,团新村
1031,"Bei Jie, Shang Hai Shi, China",31.16291,121.49374,外高桥北街415弄
1032,"Waizaocun, Pudong, Shanghai, China, 201304",30.950383,121.869515,外灶村
1033,"Wan De Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25071,121.55713,万德路11弄
1034,"Wan De Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25071,121.55713,万德路51弄
1035,"Wan De Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.25071,121.55713,万德路67弄
1036,"Wanhongcun, Pudong, Shanghai, China, 201313",30.971447,121.816874,万宏村
1037,"Wangqiaocun, Pudong, Shanghai, China, 201200",31.206297,121.695387,王桥村
1038,"Wanglousancun, Pudong, Shanghai, China, 201207",31.152848,121.765626,望楼三村
1039,"Wei Fang Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.22605,121.52705,潍坊路126弄
1040,"Wei Fang Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.22605,121.52705,潍坊路168弄
1041,"Wei Fang Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.22605,121.52705,潍坊路238弄
1042,"Wei Fang Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.22605,121.52705,潍坊路278号
1043,"Wei Fang Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.22605,121.52705,潍坊路333弄
1044,"Wei Fang Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.22605,121.52705,潍坊路335弄
1045,"Wei Fang Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.22605,121.52705,潍坊路355弄
1046,"Wei Fang Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.22605,121.52705,潍坊路375弄
1047,"Wei Fang Xi Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.22227,121.51523,潍坊西路100弄
1048,"Wei Fang Xi Lu, Pu Dong Xin Qu, Shang Hai Shi, China",31.22227,121.51523,潍坊西路1弄
1049,"Weifang Xincun Residential District, Pudong, Shanghai, China, 200120",31.228759,121.529523,潍坊新村
1050,"Wei Xing Dong Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201321",31.04315,121.75939,卫星东路113弄
1051,"Weixingcun, Pudong, Shanghai, China, 201315",31.160432,121.580797,卫行村顾家队顾家宅
1052,"Weixingcun, Pudong, Shanghai, China, 201315",31.160432,121.580797,卫行村顾家队张家宅
1053,"Weixingcun, Pudong, Shanghai, China, 201315",31.160432,121.580797,卫行村沈家队沈家宅
1054,"Weixingcun, Pudong, Shanghai, China, 201315",31.160432,121.580797,卫行村张浜队曹家宅
1055,"Weixingcun, Pudong, Shanghai, China, 201315",31.160432,121.580797,卫行村张浜队顾家宅
1056,"Weixingcun, Pudong, Shanghai, China, 201315",31.160432,121.580797,卫行村张浜队杨家宅
1057,"Weixingcun, Pudong, Shanghai, China, 201315",31.160432,121.580797,卫行村赵家队赵家宅
